"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Qualité des Données","Temp max.(°C)","Temp max. Indicateur","Temp min.(°C)","Temp min. Indicateur","Temp moy.(°C)","Temp moy. Indicateur","DJC (°C)","DJC Indicateur","DJR (°C)","DJR Indicateur","Pluie tot. (mm)","Pluie tot. Indicateur","Neige tot. (cm)","Neige tot. Indicateur","Précip. tot. (mm)","Précip. tot. Indicateur","Neige au sol (cm)","Neige au sol Indicateur","Dir. raf. max. (10s deg)","Dir. raf. max. Indicateur","Vit. raf. max. (km/h)","Vit. raf. max. Indicateur"
"-71,69","45,44","SHERBROOKE","7028123","2022-01-17","2022","01","17","","2,1","","-15,9","","-6,9","","24,9","","0,0","","","","","","2,3","","","","6","","50",""
"-71,69","45,44","SHERBROOKE","7028123","2022-01-18","2022","01","18","","-6,2","","-26,1","","-16,2","","34,2","","0,0","","","","","","0,0","","","","29","","63",""
"-71,69","45,44","SHERBROOKE","7028123","2022-01-19","2022","01","19","","0,6","","-27,0","","-13,2","","31,2","","0,0","","","","","","1,3","","","","30","","50",""
"-71,69","45,44","SHERBROOKE","7028123","2022-01-20","2022","01","20","","-3,5","","-24,9","","-14,2","","32,2","","0,0","","","","","","0,0","","","","26","","42",""
"-71,69","45,44","SHERBROOKE","7028123","2022-01-21","2022","01","21","","-17,0","","-30,3","","-23,7","","41,7","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-01-22","2022","01","22","","-11,0","","-34,0","","-22,5","","40,5","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-01-23","2022","01","23","","-6,1","","-23,8","","-15,0","","33,0","","0,0","","","","","","0,0","","","","29","","39",""
"-71,69","45,44","SHERBROOKE","7028123","2022-01-24","2022","01","24","","-11,6","","-29,2","","-20,4","","38,4","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-01-25","2022","01","25","","-4,2","","-15,1","","-9,7","","27,7","","0,0","","","","","","0,2","","","","25","","41",""
"-71,69","45,44","SHERBROOKE","7028123","2022-01-26","2022","01","26","","-14,9","","-31,2","","-23,1","","41,1","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-01-27","2022","01","27","","-6,7","","-32,8","","-19,8","","37,8","","0,0","","","","","","0,0","","","","18","","46",""
"-71,69","45,44","SHERBROOKE","7028123","2022-01-28","2022","01","28","","-6,3","","-27,7","","-17,0","","35,0","","0,0","","","","","","0,0","","","","30","","32",""
"-71,69","45,44","SHERBROOKE","7028123","2022-01-29","2022","01","29","","-14,3","","-26,3","","-20,3","","38,3","","0,0","","","","","","0,0","","","","30","","42",""
"-71,69","45,44","SHERBROOKE","7028123","2022-01-30","2022","01","30","","-11,3","","-20,3","","-15,8","","33,8","","0,0","","","","","","0,0","","","","29","","42",""
"-71,69","45,44","SHERBROOKE","7028123","2022-01-31","2022","01","31","","-7,4","","-24,2","","-15,8","","33,8","","0,0","","","","","","0,0","","","","28","","33",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-01","2022","02","01","","-0,6","","-22,4","","-11,5","","29,5","","0,0","","","","","","","M","","","15","","33",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-02","2022","02","02","","7,0","","-3,4","","1,8","","16,2","","0,0","","","","","","0,0","","","","21","","41",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-03","2022","02","03","","3,3","","-9,4","","-3,1","","21,1","","0,0","","","","","","10,4","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-02-04","2022","02","04","","-8,8","","-13,8","","-11,3","","29,3","","0,0","","","","","","5,7","","","","2","","35",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-05","2022","02","05","","-12,1","","-26,4","","-19,3","","37,3","","0,0","","","","","","0,0","","","","28","","50",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-06","2022","02","06","","-6,8","","-30,3","","-18,6","","36,6","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-02-07","2022","02","07","","0,4","","-12,2","","-5,9","","23,9","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-02-08","2022","02","08","","0,4","","-3,9","","-1,8","","19,8","","0,0","","","","","","0,4","","","","27","","33",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-09","2022","02","09","","2,3","","-4,8","","-1,3","","19,3","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-02-10","2022","02","10","","4,0","","-0,3","","1,9","","16,1","","0,0","","","","","","3,1","","","","26","","55",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-11","2022","02","11","","7,3","","-1,2","","3,1","","14,9","","0,0","","","","","","0,0","","","","19","","61",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-12","2022","02","12","","7,1","","-13,7","","-3,3","","21,3","","0,0","","","","","","0,9","","","","29","","72",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-13","2022","02","13","","-11,7","","-20,4","","-16,1","","34,1","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-02-14","2022","02","14","","-14,1","","-18,8","","-16,5","","34,5","","0,0","","","","","","0,0","","","","28","","41",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-15","2022","02","15","","-10,5","","-23,1","","-16,8","","34,8","","0,0","","","","","","0,0","","","","28","","37",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-16","2022","02","16","","4,3","","-23,1","","-9,4","","27,4","","0,0","","","","","","0,0","","","","19","","59",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-17","2022","02","17","","7,4","","0,4","","3,9","","14,1","","0,0","","","","","","23,4","","","","21","","41",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-18","2022","02","18","","0,5","","-13,8","","-6,7","","24,7","","0,0","","","","","","10,2","","","","30","","54",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-19","2022","02","19","","-3,5","","-16,8","","-10,2","","28,2","","0,0","","","","","","2,1","","","","27","","65",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-20","2022","02","20","","-0,8","","-21,3","","-11,1","","29,1","","0,0","","","","","","0,0","","","","30","","39",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-21","2022","02","21","","1,4","","-5,1","","-1,9","","19,9","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-02-22","2022","02","22","","7,0","","-7,9","","-0,5","","18,5","","0,0","","","","","","13,9","","","","13","","42",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-23","2022","02","23","","7,6","","-13,6","","-3,0","","21,0","","0,0","","","","","","1,7","","","","28","","85",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-24","2022","02","24","","-9,0","","-16,3","","-12,7","","30,7","","0,0","","","","","","0,0","","","","28","","37",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-25","2022","02","25","","-11,4","","-21,0","","-16,2","","34,2","","0,0","","","","","","2,9","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-02-26","2022","02","26","","-6,0","","-25,8","","-15,9","","33,9","","0,0","","","","","","0,0","","","","27","","39",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-27","2022","02","27","","-2,6","","-14,6","","-8,6","","26,6","","0,0","","","","","","0,2","","","","30","","67",""
"-71,69","45,44","SHERBROOKE","7028123","2022-02-28","2022","02","28","","-13,4","","-24,4","","-18,9","","36,9","","0,0","","","","","","0,0","","","","30","","39",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-01","2022","03","01","","-3,4","","-24,8","","-14,1","","32,1","","0,0","","","","","","1,9","","","","16","","35",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-02","2022","03","02","","-4,7","","-10,3","","-7,5","","25,5","","0,0","","","","","","0,8","","","","27","","41",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-03","2022","03","03","","-7,5","","-21,0","","-14,3","","32,3","","0,0","","","","","","2,0","","","","27","","52",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-04","2022","03","04","","-5,9","","-27,4","","-16,7","","34,7","","0,0","","","","","","0,0","","","","28","","61",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-05","2022","03","05","","-1,1","","-15,4","","-8,3","","26,3","","0,0","","","","","","0,7","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-03-06","2022","03","06","","12,4","","-2,7","","4,9","","13,1","","0,0","","","","","","8,7","","","","27","","68",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-07","2022","03","07","","4,2","","-1,0","","1,6","","16,4","","0,0","","","","","","0,0","","","","27","","59",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-08","2022","03","08","","-1,0","","-10,0","","-5,5","","23,5","","0,0","","","","","","0,0","","","","29","","63",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-09","2022","03","09","","2,5","","-8,5","","-3,0","","21,0","","0,0","","","","","","0,0","","","","20","","33",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-10","2022","03","10","","3,3","","-7,2","","-2,0","","20,0","","0,0","","","","","","0,0","","","","22","","46",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-11","2022","03","11","","5,1","","-7,4","","-1,2","","19,2","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-03-12","2022","03","12","","5,1","","-7,7","","-1,3","","19,3","","0,0","","","","","","0,0","","","","30","","52",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-13","2022","03","13","","-6,1","","-11,1","","-8,6","","26,6","","0,0","","","","","","0,0","","","","31","","59",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-14","2022","03","14","","2,5","","-10,2","","-3,9","","21,9","","0,0","","","","","","0,0","","","","24","","41",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-15","2022","03","15","","2,1","","-3,7","","-0,8","","18,8","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-03-16","2022","03","16","","8,8","","-6,8","","1,0","","17,0","","0,0","","","","","","","M","","","27","","39",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-17","2022","03","17","","17,5","","0,8","","9,2","","8,8","","0,0","","","","","","0,0","","","","21","","41",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-18","2022","03","18","","12,9","","-0,3","","6,3","","11,7","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-03-19","2022","03","19","","7,2","","2,4","","4,8","","13,2","","0,0","","","","","","0,0","","","","14","","50",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-20","2022","03","20","","6,1","","0,1","","3,1","","14,9","","0,0","","","","","","0,0","","","","30","","37",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-21","2022","03","21","","2,7","","-1,2","","0,8","","17,2","","0,0","","","","","","0,0","","","","29","","55",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-22","2022","03","22","","0,2","","-4,4","","-2,1","","20,1","","0,0","","","","","","0,0","","","","30","","58",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-23","2022","03","23","","6,0","","-7,8","","-0,9","","18,9","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-03-24","2022","03","24","","6,7","","0,5","","3,6","","14,4","","0,0","","","","","","0,0","","","","12","","58",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-25","2022","03","25","","6,2","","0,1","","3,2","","14,8","","0,0","","","","","","0,0","","","","31","","32",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-26","2022","03","26","","5,1","","0,8","","3,0","","15,0","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-03-27","2022","03","27","","2,2","","-8,6","","-3,2","","21,2","","0,0","","","","","","0,0","","","","27","","46",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-28","2022","03","28","","-8,5","","-12,1","","-10,3","","28,3","","0,0","","","","","","0,0","","","","28","","45",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-29","2022","03","29","","-4,6","","-11,2","","-7,9","","25,9","","0,0","","","","","","0,0","","","","27","","45",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-30","2022","03","30","","2,8","","-9,1","","-3,2","","21,2","","0,0","","","","","","0,0","","","","28","","35",""
"-71,69","45,44","SHERBROOKE","7028123","2022-03-31","2022","03","31","","13,0","","-0,6","","6,2","","11,8","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-04-01","2022","04","01","","9,9","","-2,3","","3,8","","14,2","","0,0","","","","","","2,1","","","","31","","54",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-02","2022","04","02","","4,3","","-3,2","","0,6","","17,4","","0,0","","","","","","0,0","","","","30","","55",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-03","2022","04","03","","6,8","","-3,3","","1,8","","16,2","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-04-04","2022","04","04","","8,3","","-2,2","","3,1","","14,9","","0,0","","","","","","0,0","","","","33","","46",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-05","2022","04","05","","10,0","","-4,2","","2,9","","15,1","","0,0","","","","","","0,0","","","","28","","42",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-06","2022","04","06","","16,0","","-3,3","","6,4","","11,6","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-04-07","2022","04","07","","8,0","","1,9","","5,0","","13,0","","0,0","","","","","","17,9","","","","16","","37",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-08","2022","04","08","","7,8","","-0,9","","3,5","","14,5","","0,0","","","","","","5,0","","","","9","","35",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-09","2022","04","09","","8,0","","-1,5","","3,3","","14,7","","0,0","","","","","","7,9","","","","30","","37",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-10","2022","04","10","","7,0","","1,9","","4,5","","13,5","","0,0","","","","","","0,0","","","","26","","46",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-11","2022","04","11","","12,1","","-1,0","","5,6","","12,4","","0,0","","","","","","0,2","","","","24","","33",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-12","2022","04","12","","14,8","","0,2","","7,5","","10,5","","0,0","","","","","","6,4","","","","28","","59",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-13","2022","04","13","","12,3","","-1,5","","5,4","","12,6","","0,0","","","","","","25,9","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-04-14","2022","04","14","","12,9","","5,1","","9,0","","9,0","","0,0","","","","","","15,9","","","","15","","42",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-15","2022","04","15","","14,2","","0,2","","7,2","","10,8","","0,0","","","","","","3,2","","","","25","","74",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-16","2022","04","16","","7,0","","-0,2","","3,4","","14,6","","0,0","","","","","","9,2","","","","24","","39",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-17","2022","04","17","","4,7","","-1,6","","1,6","","16,4","","0,0","","","","","","0,0","","","","27","","50",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-18","2022","04","18","","12,6","","-2,7","","5,0","","13,0","","0,0","","","","","","0,0","","","","15","","39",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-19","2022","04","19","","13,7","","0,3","","7,0","","11,0","","0,0","","","","","","4,5","","","","12","","81",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-20","2022","04","20","","4,2","","-3,4","","0,4","","17,6","","0,0","","","","","","0,8","","","","27","","61",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-21","2022","04","21","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-04-22","2022","04","22","","10,0","","0,4","","5,2","","12,8","","0,0","","","","","","1,3","","","","28","","59",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-23","2022","04","23","","8,9","","-3,7","","2,6","","15,4","","0,0","","","","","","0,0","","","","32","","45",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-24","2022","04","24","","12,3","","-2,8","","4,8","","13,2","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-04-25","2022","04","25","","19,6","","1,7","","10,7","","7,3","","0,0","","","","","","0,0","","","","12","","39",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-26","2022","04","26","","13,4","","8,2","","10,8","","7,2","","0,0","","","","","","9,4","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-04-27","2022","04","27","","8,2","","0,1","","4,2","","13,8","","0,0","","","","","","14,9","","","","29","","39",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-28","2022","04","28","","7,9","","0,0","","4,0","","14,0","","0,0","","","","","","0,0","","","","30","","59",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-29","2022","04","29","","8,0","","-1,4","","3,3","","14,7","","0,0","","","","","","0,0","","","","31","","42",""
"-71,69","45,44","SHERBROOKE","7028123","2022-04-30","2022","04","30","","11,6","","-0,9","","5,4","","12,6","","0,0","","","","","","0,0","","","","32","","37",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-01","2022","05","01","","18,8","","-2,5","","8,2","","9,8","","0,0","","","","","","0,0","","","","2","","41",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-02","2022","05","02","","21,3","","3,4","","12,4","","5,6","","0,0","","","","","","0,0","","","","21","","37",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-03","2022","05","03","","18,4","","9,0","","13,7","","4,3","","0,0","","","","","","0,2","","","","17","","37",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-04","2022","05","04","","12,1","","5,0","","8,6","","9,4","","0,0","","","","","","10,4","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-05-05","2022","05","05","","12,6","","-0,5","","6,1","","11,9","","0,0","","","","","","0,0","","","","29","","45",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-06","2022","05","06","","12,0","","-1,5","","5,3","","12,7","","0,0","","","","","","0,0","","","","32","","39",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-07","2022","05","07","","14,8","","-2,4","","6,2","","11,8","","0,0","","","","","","0,0","","","","36","","41",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-08","2022","05","08","","18,8","","1,5","","10,2","","7,8","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-05-09","2022","05","09","","23,3","","-0,9","","11,2","","6,8","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-05-10","2022","05","10","","25,6","","0,6","","13,1","","4,9","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-05-11","2022","05","11","","27,6","","3,1","","15,4","","2,6","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-05-12","2022","05","12","","30,5","","7,2","","18,9","","0,0","","0,9","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-05-13","2022","05","13","","30,8","","11,2","","21,0","","0,0","","3,0","","","","","","0,0","","","","23","","42",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-14","2022","05","14","","31,4","","11,8","","21,6","","0,0","","3,6","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-05-15","2022","05","15","","20,7","","14,3","","17,5","","0,5","","0,0","","","","","","17,4","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-05-16","2022","05","16","","27,9","","14,4","","21,2","","0,0","","3,2","","","","","","11,7","","","","15","","46",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-17","2022","05","17","","14,4","","4,6","","9,5","","8,5","","0,0","","","","","","10,3","","","","25","","58",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-18","2022","05","18","","14,4","","3,0","","8,7","","9,3","","0,0","","","","","","0,9","","","","29","","46",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-19","2022","05","19","","15,4","","1,9","","8,7","","9,3","","0,0","","","","","","7,1","","","","20","","46",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-20","2022","05","20","","25,2","","7,9","","16,6","","1,4","","0,0","","","","","","0,0","","","","17","","35",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-21","2022","05","21","","31,0","","14,5","","22,8","","0,0","","4,8","","","","","","9,6","","","","28","","72",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-22","2022","05","22","","28,2","","8,7","","18,5","","0,0","","0,5","","","","","","13,8","","","","28","","45",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-23","2022","05","23","","14,5","","3,6","","9,1","","8,9","","0,0","","","","","","0,0","","","","30","","42",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-24","2022","05","24","","17,3","","1,2","","9,3","","8,7","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-05-25","2022","05","25","","21,3","","5,3","","13,3","","4,7","","0,0","","","","","","0,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-05-26","2022","05","26","","23,1","","8,8","","16,0","","2,0","","0,0","","","","","","0,0","","","","23","","54",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-27","2022","05","27","","25,6","","16,3","","21,0","","0,0","","3,0","","","","","","13,9","","","","29","","48",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-28","2022","05","28","","18,8","","9,0","","13,9","","4,1","","0,0","","","","","","29,2","","","","28","","48",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-29","2022","05","29","","23,7","","7,5","","15,6","","2,4","","0,0","","","","","","0,0","","","","23","","41",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-30","2022","05","30","","24,4","","8,2","","16,3","","1,7","","0,0","","","","","","0,0","","","","5","","35",""
"-71,69","45,44","SHERBROOKE","7028123","2022-05-31","2022","05","31","","18,0","","5,9","","12,0","","6,0","","0,0","","","","","","0,0","","","","6","","41",""
"-71,69","45,44","SHERBROOKE","7028123","2022-06-01","2022","06","01","","17,8","","4,2","","11,0","","7,0","","0,0","","","","","","9,2","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-06-02","2022","06","02","","21,1","","8,6","","14,9","","3,1","","0,0","","","","","","1,0","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-06-03","2022","06","03","","22,4","","11,4","","16,9","","1,1","","0,0","","","","","","18,6","","","","29","","32",""
"-71,69","45,44","SHERBROOKE","7028123","2022-06-04","2022","06","04","","23,1","","8,8","","16,0","","2,0","","0,0","","","","","","0,4","","","","24","","59",""
"-71,69","45,44","SHERBROOKE","7028123","2022-06-05","2022","06","05","","17,6","","7,2","","12,4","","5,6","","0,0","","","","","","0,0","","","","27","","37",""
"-71,69","45,44","SHERBROOKE","7028123","2022-06-06","2022","06","06","","22,0","","5,2","","13,6","","4,4","","0,0","","","","","","0,0","","","","30","","33",""
"-71,69","45,44","SHERBROOKE","7028123","2022-06-07","2022","06","07","","27,2","","10,7","","19,0","","0,0","","1,0","","","","","","9,8","","","","16","","46",""
"-71,69","45,44","SHERBROOKE","7028123","2022-06-08","2022","06","08","","19,8","","9,5","","14,7","","3,3","","0,0","","","","","","6,7","","","","26","","50",""
"-71,69","45,44","SHERBROOKE","7028123","2022-06-09","2022","06","09","","15,1","","8,6","","11,9","","6,1","","0,0","","","","","","12,8","","","","","M","","M"
"-71,69","45,44","SHERBROOKE","7028123","2022-06-10","2022","06","10","","18,2","","9,6","","13,9","","4,1","","0,0","","","","","","2,7","","","","24","","50",""
"-71,69","45,44","SHERBROOKE","7028123","2022-06-11","2022","06","11","","23,2","","10,1","","16,7","","1,3","","0,0","","","","","","0,0","","","","27","","33",""
