"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Qualité des Données","Temp max.(°C)","Temp max. Indicateur","Temp min.(°C)","Temp min. Indicateur","Temp moy.(°C)","Temp moy. Indicateur","DJC (°C)","DJC Indicateur","DJR (°C)","DJR Indicateur","Pluie tot. (mm)","Pluie tot. Indicateur","Neige tot. (cm)","Neige tot. Indicateur","Précip. tot. (mm)","Précip. tot. Indicateur","Neige au sol (cm)","Neige au sol Indicateur","Dir. raf. max. (10s deg)","Dir. raf. max. Indicateur","Vit. raf. max. (km/h)","Vit. raf. max. Indicateur"
"-71,20","46,84","BEAUPORT","7010565","2022-01-21","2022","01","21","","-17,2","","-24,2","","-20,7","","38,7","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-01-22","2022","01","22","","-13,7","","-24,9","","-19,3","","37,3","","0,0","","","","","","0,2","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-01-23","2022","01","23","","-7,7","","-20,2","","-14,0","","32,0","","0,0","","","","","","1,9","","","","21","","34",""
"-71,20","46,84","BEAUPORT","7010565","2022-01-24","2022","01","24","","-14,0","","-23,4","","-18,7","","36,7","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-01-25","2022","01","25","","-6,5","","-15,4","","-10,9","","28,9","","0,0","","","","","","1,1","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-01-26","2022","01","26","","-14,1","","-23,8","","-19,0","","37,0","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-01-27","2022","01","27","","-10,3","","-26,2","","-18,3","","36,3","","0,0","","","","","","0,5","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-01-28","2022","01","28","","-8,0","","-17,7","","-12,9","","30,9","","0,0","","","","","","1,2","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-01-29","2022","01","29","","-12,5","","-21,1","","-16,8","","34,8","","0,0","","","","","","0,2","","","","6","","57",""
"-71,20","46,84","BEAUPORT","7010565","2022-01-30","2022","01","30","","-8,9","","-17,6","","-13,2","","31,2","","0,0","","","","","","0,0","","","","24","","41",""
"-71,20","46,84","BEAUPORT","7010565","2022-01-31","2022","01","31","","-11,3","","-20,0","","-15,7","","33,7","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-01","2022","02","01","","-8,4","","-21,3","","-14,8","","32,8","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-02","2022","02","02","","2,2","","-9,5","","-3,7","","21,7","","0,0","","","","","","1,2","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-03","2022","02","03","","0,8","","-10,9","","-5,1","","23,1","","0,0","","","","","","7,0","","","","5","","41",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-04","2022","02","04","","-10,9","","-12,9","","-11,9","","29,9","","0,0","","","","","","4,2","","","","8","","54",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-05","2022","02","05","","-9,4","","-18,1","","-13,8","","31,8","","0,0","","","","","","1,3","","","","22","","36",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-06","2022","02","06","","-11,3","","-22,0","","-16,7","","34,7","","0,0","","","","","","1,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-07","2022","02","07","","-3,5","","-11,3","","-7,4","","25,4","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-08","2022","02","08","","-1,7","","-6,5","","-4,1","","22,1","","0,0","","","","","","4,5","","","","7","","50",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-09","2022","02","09","","0,3","","-5,7","","-2,7","","20,7","","0,0","","","","","","0,8","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-10","2022","02","10","","2,6","","-3,9","","-0,7","","18,7","","0,0","","","","","","3,2","","","","23","","42",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-11","2022","02","11","","2,6","","-1,4","","0,6","","17,4","","0,0","","","","","","0,2","","","","26","","32",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-12","2022","02","12","","3,6","","-15,9","","-6,2","","24,2","","0,0","","","","","","9,2","","","","24","","48",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-13","2022","02","13","","-13,8","","-19,4","","-16,6","","34,6","","0,0","","","","","","0,2","","","","27","","34",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-14","2022","02","14","","-11,8","","-17,3","","-14,6","","32,6","","0,0","","","","","","0,0","","","","22","","35",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-15","2022","02","15","","-10,2","","-18,8","","-14,5","","32,5","","0,0","","","","","","0,0","","","","25","","43",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-16","2022","02","16","","-0,9","","-19,5","","-10,2","","28,2","","0,0","","","","","","0,3","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-17","2022","02","17","","4,3","","-3,1","","0,6","","17,4","","0,0","","","","","","26,8","","","","7","","62",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-18","2022","02","18","","-3,1","","-16,5","","-9,8","","27,8","","0,0","","","","","","10,8","","","","6","","58",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-19","2022","02","19","","-8,6","","-19,2","","-13,9","","31,9","","0,0","","","","","","2,8","","","","28","","35",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-20","2022","02","20","","-8,3","","-19,2","","-13,8","","31,8","","0,0","","","","","","4,6","","","","24","","33",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-21","2022","02","21","","0,2","","-10,8","","-5,3","","23,3","","0,0","","","","","","0,0","","","","6","","50",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-22","2022","02","22","","-7,8","","-12,5","","-10,1","","28,1","","0,0","","","","","","16,5","","","","7","","72",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-23","2022","02","23","","-3,0","","-14,4","","-8,7","","26,7","","0,0","","","","","","2,2","","","","26","","62",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-24","2022","02","24","","-10,9","","-18,1","","-14,5","","32,5","","0,0","","","","","","0,0","","","","25","","41",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-25","2022","02","25","","-13,4","","-19,7","","-16,6","","34,6","","0,0","","","","","","1,7","","","","6","","46",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-26","2022","02","26","","-4,8","","-20,7","","-12,8","","30,8","","0,0","","","","","","0,2","","","","24","","34",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-27","2022","02","27","","-1,9","","-15,7","","-8,8","","26,8","","0,0","","","","","","5,7","","","","24","","41",""
"-71,20","46,84","BEAUPORT","7010565","2022-02-28","2022","02","28","","-11,3","","-19,1","","-15,2","","33,2","","0,0","","","","","","0,2","","","","24","","50",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-01","2022","03","01","","-6,9","","-20,6","","-13,7","","31,7","","0,0","","","","","","4,6","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-02","2022","03","02","","-4,8","","-12,3","","-8,5","","26,5","","0,0","","","","","","0,2","","","","23","","40",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-03","2022","03","03","","-9,1","","-18,9","","-14,0","","32,0","","0,0","","","","","","2,0","","","","29","","42",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-04","2022","03","04","","-6,7","","-21,0","","-13,8","","31,8","","0,0","","","","","","0,0","","","","22","","46",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-05","2022","03","05","","-3,0","","-13,2","","-8,1","","26,1","","0,0","","","","","","0,0","","","","23","","38",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-06","2022","03","06","","-0,4","","-7,1","","-3,8","","21,8","","0,0","","","","","","15,1","","","","7","","39",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-07","2022","03","07","","2,3","","-1,5","","0,4","","17,6","","0,0","","","","","","19,6","","","","25","","40",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-08","2022","03","08","","-0,7","","-9,1","","-4,9","","22,9","","0,0","","","","","","0,8","","","","26","","49",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-09","2022","03","09","","-0,5","","-10,9","","-5,7","","23,7","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-10","2022","03","10","","2,6","","-3,9","","-0,7","","18,7","","0,0","","","","","","0,0","","","","23","","45",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-11","2022","03","11","","-2,8","","-6,7","","-4,8","","22,8","","0,0","","","","","","4,0","","","","8","","38",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-12","2022","03","12","","-1,0","","-6,1","","-3,6","","21,6","","0,0","","","","","","10,8","","","","31","","63",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-13","2022","03","13","","-5,6","","-9,8","","-7,7","","25,7","","0,0","","","","","","0,7","","","","31","","66",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-14","2022","03","14","","1,9","","-9,9","","-4,0","","22,0","","0,0","","","","","","1,2","","","","24","","44",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-15","2022","03","15","","1,2","","-8,5","","-3,7","","21,7","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-16","2022","03","16","","6,2","","-7,0","","-0,4","","18,4","","0,0","","","","","","0,0","","","","23","","37",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-17","2022","03","17","","8,0","","0,3","","4,1","","13,9","","0,0","","","","","","0,8","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-18","2022","03","18","","5,9","","-1,4","","2,2","","15,8","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-19","2022","03","19","","2,8","","-1,2","","0,8","","17,2","","0,0","","","","","","13,2","","","","6","","57",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-20","2022","03","20","","1,5","","-0,9","","0,3","","17,7","","0,0","","","","","","5,5","","","","7","","44",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-21","2022","03","21","","3,2","","-1,3","","1,0","","17,0","","0,0","","","","","","0,0","","","","31","","48",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-22","2022","03","22","","0,1","","-5,7","","-2,8","","20,8","","0,0","","","","","","0,0","","","","28","","47",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-23","2022","03","23","","2,3","","-5,7","","-1,7","","19,7","","0,0","","","","","","0,0","","","","9","","31",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-24","2022","03","24","","1,1","","-1,5","","-0,2","","18,2","","0,0","","","","","","6,4","","","","4","","37",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-25","2022","03","25","","1,5","","-0,2","","0,7","","17,3","","0,0","","","","","","12,7","","","","4","","37",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-26","2022","03","26","","5,2","","-0,5","","2,4","","15,6","","0,0","","","","","","3,2","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-27","2022","03","27","","3,6","","-6,0","","-1,2","","19,2","","0,0","","","","","","1,3","","","","24","","37",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-28","2022","03","28","","-5,0","","-9,0","","-7,0","","25,0","","0,0","","","","","","0,7","","","","22","","47",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-29","2022","03","29","","-3,6","","-9,7","","-6,6","","24,6","","0,0","","","","","","0,0","","","","28","","40",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-30","2022","03","30","","2,1","","-6,9","","-2,4","","20,4","","0,0","","","","","","0,0","","","","22","","39",""
"-71,20","46,84","BEAUPORT","7010565","2022-03-31","2022","03","31","","1,8","","-1,4","","0,2","","17,8","","0,0","","","","","","4,5","","","","8","","38",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-01","2022","04","01","","6,0","","0,0","","3,0","","15,0","","0,0","","","","","","2,0","","","","27","","38",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-02","2022","04","02","","5,9","","-1,3","","2,3","","15,7","","0,0","","","","","","0,0","","","","29","","42",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-03","2022","04","03","","6,2","","-1,9","","2,1","","15,9","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-04","2022","04","04","","4,3","","-1,0","","1,6","","16,4","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-05","2022","04","05","","8,0","","-3,3","","2,4","","15,6","","0,0","","","","","","0,0","","","","25","","32",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-06","2022","04","06","","3,5","","-2,4","","0,6","","17,4","","0,0","","","","","","0,0","","","","9","","40",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-07","2022","04","07","","4,6","","1,7","","3,1","","14,9","","0,0","","","","","","3,1","","","","8","","50",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-08","2022","04","08","","2,7","","1,4","","2,1","","15,9","","0,0","","","","","","22,9","","","","4","","61",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-09","2022","04","09","","5,0","","1,2","","3,1","","14,9","","0,0","","","","","","13,1","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-10","2022","04","10","","9,6","","2,3","","6,0","","12,0","","0,0","","","","","","0,0","","","","30","","35",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-11","2022","04","11","","9,7","","2,2","","5,9","","12,1","","0,0","","","","","","0,0","","","","24","","42",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-12","2022","04","12","","14,6","","2,8","","8,7","","9,3","","0,0","","","","","","3,6","","","","22","","36",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-13","2022","04","13","","12,0","","-0,6","","5,7","","12,3","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-14","2022","04","14","","5,7","","3,7","","4,7","","13,3","","0,0","","","","","","21,2","","","","6","","39",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-15","2022","04","15","","13,1","","4,2","","8,7","","9,3","","0,0","","","","","","0,2","","","","23","","58",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-16","2022","04","16","","8,2","","2,2","","5,2","","12,8","","0,0","","","","","","1,0","","","","22","","54",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-17","2022","04","17","","8,3","","0,1","","4,2","","13,8","","0,0","","","","","","0,0","","","","30","","45",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-18","2022","04","18","","8,0","","-0,7","","3,7","","14,3","","0,0","","","","","","0,0","","","","8","","47",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-19","2022","04","19","","5,8","","1,1","","3,5","","14,5","","0,0","","","","","","8,6","","","","5","","78",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-20","2022","04","20","","5,4","","-1,0","","2,2","","15,8","","0,0","","","","","","0,8","","","","26","","59",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-21","2022","04","21","","9,2","","-2,9","","3,1","","14,9","","0,0","","","","","","","M","","","23","","35",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-22","2022","04","22","","11,1","","1,3","","6,2","","11,8","","0,0","","","","","","0,0","","","","31","","55",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-23","2022","04","23","","11,8","","-1,7","","5,0","","13,0","","0,0","","","","","","0,0","","","","23","","31",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-24","2022","04","24","","7,7","","0,0","","3,9","","14,1","","0,0","","","","","","0,0","","","","6","","39",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-25","2022","04","25","","8,9","","4,1","","6,5","","11,5","","0,0","","","","","","0,0","","","","9","","37",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-26","2022","04","26","","16,5","","5,8","","11,1","","6,9","","0,0","","","","","","3,5","","","","27","","34",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-27","2022","04","27","","8,1","","5,0","","6,6","","11,4","","0,0","","","","","","3,4","","","","34","","38",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-28","2022","04","28","","9,7","","2,2","","5,9","","12,1","","0,0","","","","","","0,0","","","","35","","48",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-29","2022","04","29","","7,2","","2,6","","4,9","","13,1","","0,0","","","","","","0,0","","","","35","","35",""
"-71,20","46,84","BEAUPORT","7010565","2022-04-30","2022","04","30","","9,7","","3,8","","6,8","","11,2","","0,0","","","","","","0,3","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-01","2022","05","01","","11,9","","3,8","","7,8","","10,2","","0,0","","","","","","0,0","","","","7","","51",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-02","2022","05","02","","12,3","","5,3","","8,8","","9,2","","0,0","","","","","","0,0","","","","11","","39",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-03","2022","05","03","","19,2","","6,3","","12,7","","5,3","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-04","2022","05","04","","17,7","","6,1","","11,9","","6,1","","0,0","","","","","","2,3","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-05","2022","05","05","","14,8","","3,1","","9,0","","9,0","","0,0","","","","","","0,4","","","","28","","41",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-06","2022","05","06","","12,1","","1,4","","6,8","","11,2","","0,0","","","","","","0,0","","","","32","","33",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-07","2022","05","07","","11,0","","2,2","","6,6","","11,4","","0,0","","","","","","0,0","","","","4","","40",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-08","2022","05","08","","14,0","","2,2","","8,1","","9,9","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-09","2022","05","09","","16,2","","5,2","","10,7","","7,3","","0,0","","","","","","0,0","","","","9","","38",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-10","2022","05","10","","21,0","","7,1","","14,1","","3,9","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-11","2022","05","11","","28,6","","8,5","","18,5","","0,0","","0,5","","","","","","0,4","","","","22","","31",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-12","2022","05","12","","22,3","","11,3","","16,8","","1,2","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-13","2022","05","13","","32,2","","12,2","","22,2","","0,0","","4,2","","","","","","0,0","","","","21","","52",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-14","2022","05","14","","16,3","","11,0","","13,7","","4,3","","0,0","","","","","","0,0","","","","9","","40",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-15","2022","05","15","","13,4","","10,0","","11,7","","6,3","","0,0","","","","","","5,6","","","","6","","46",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-16","2022","05","16","","15,5","","9,7","","12,6","","5,4","","0,0","","","","","","7,2","","","","7","","67",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-17","2022","05","17","","14,2","","5,4","","9,8","","8,2","","0,0","","","","","","6,5","","","","28","","58",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-18","2022","05","18","","17,6","","5,8","","11,7","","6,3","","0,0","","","","","","0,0","","","","28","","49",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-19","2022","05","19","","19,8","","7,6","","13,7","","4,3","","0,0","","","","","","0,0","","","","23","","35",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-20","2022","05","20","","16,4","","7,3","","11,9","","6,1","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-21","2022","05","21","","28,2","","13,1","","20,6","","0,0","","2,6","","","","","","10,7","","","","25","","74",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-22","2022","05","22","","23,5","","9,6","","16,6","","1,4","","0,0","","","","","","0,0","","","","32","","54",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-23","2022","05","23","","14,7","","5,5","","10,1","","7,9","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-24","2022","05","24","","17,8","","3,8","","10,8","","7,2","","0,0","","","","","","0,2","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-25","2022","05","25","","23,6","","5,5","","14,5","","3,5","","0,0","","","","","","0,8","","","","22","","33",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-26","2022","05","26","","15,3","","11,7","","13,5","","4,5","","0,0","","","","","","11,1","","","","8","","34",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-27","2022","05","27","","16,4","","9,4","","12,9","","5,1","","0,0","","","","","","41,5","","","","8","","41",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-28","2022","05","28","","20,6","","9,2","","14,9","","3,1","","0,0","","","","","","7,4","","","","7","","34",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-29","2022","05","29","","25,2","","9,0","","17,1","","0,9","","0,0","","","","","","1,0","","","","22","","48",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-30","2022","05","30","","19,9","","11,0","","15,4","","2,6","","0,0","","","","","","19,2","","","","8","","45",""
"-71,20","46,84","BEAUPORT","7010565","2022-05-31","2022","05","31","","16,2","","10,2","","13,2","","4,8","","0,0","","","","","","0,2","","","","7","","48",""
"-71,20","46,84","BEAUPORT","7010565","2022-06-01","2022","06","01","","16,9","","10,0","","13,4","","4,6","","0,0","","","","","","0,0","","","","8","","33",""
"-71,20","46,84","BEAUPORT","7010565","2022-06-02","2022","06","02","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-71,20","46,84","BEAUPORT","7010565","2022-06-03","2022","06","03","","16,8","","10,7","","13,7","","4,3","","0,0","","","","","","0,9","","","","8","","53",""
"-71,20","46,84","BEAUPORT","7010565","2022-06-04","2022","06","04","","17,0","","9,7","","13,3","","4,7","","0,0","","","","","","12,4","","","","9","","38",""
"-71,20","46,84","BEAUPORT","7010565","2022-06-05","2022","06","05","","19,2","","10,3","","14,8","","3,2","","0,0","","","","","","5,8","","","","6","","38",""
"-71,20","46,84","BEAUPORT","7010565","2022-06-06","2022","06","06","","19,8","","11,0","","15,4","","2,6","","0,0","","","","","","0,0","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-06-07","2022","06","07","","19,7","","12,3","","16,0","","2,0","","0,0","","","","","","13,3","","","","8","","36",""
"-71,20","46,84","BEAUPORT","7010565","2022-06-08","2022","06","08","","23,1","","13,8","","18,4","","0,0","","0,4","","","","","","17,8","","","","22","","42",""
"-71,20","46,84","BEAUPORT","7010565","2022-06-09","2022","06","09","","16,0","","13,4","","14,7","","3,3","","0,0","","","","","","15,1","","","","","","",""
"-71,20","46,84","BEAUPORT","7010565","2022-06-10","2022","06","10","","20,6","","12,7","","16,6","","1,4","","0,0","","","","","","0,0","","","","22","","47",""
"-71,20","46,84","BEAUPORT","7010565","2022-06-11","2022","06","11","","24,3","","12,4","","18,4","","0,0","","0,4","","","","","","0,0","","","","26","","37",""
"-71,20","46,84","BEAUPORT","7010565","2022-06-12","2022","06","12","","26,6","","12,2","","19,4","","0,0","","1,4","","","","","","6,8","","","","10","","34",""
"-71,20","46,84","BEAUPORT","7010565","2022-06-13","2022","06","13","","23,4","","15,4","","19,4","","0,0","","1,4","","","","","","0,2","","","","29","","33",""
"-71,20","46,84","BEAUPORT","7010565","2022-06-14","2022","06","14","","21,9","","12,7","","17,3","","0,7","","0,0","","","","","","0,0","","","","8","","34",""
