sample.names
22-MTL-01A-T11
22-MTL-01A-T2
22-MTL-01A-T3
22-MTL-01A-T7
22-MTL-02A-T11
22-MTL-02A-T2
22-MTL-02A-T3
22-MTL-02A-T5
22-MTL-02A-T7
22-MTL-03A-T12
22-MTL-03A-T2
22-MTL-03A-T3
22-MTL-03A-T5
22-MTL-04A-T11
22-MTL-04A-T2
22-MTL-04A-T3
22-MTL-05B-T11
22-MTL-05B-T2
22-MTL-05B-T3
22-MTL-05B-T7
22-MTL-06C-T11
22-MTL-06C-T2
22-MTL-06C-T3
22-MTL-07A-T11
22-MTL-07A-T2
22-MTL-07A-T3
22-MTL-07A-T5
22-MTL-07A-T7
22-MTL-08A-T11
22-MTL-08A-T2
22-MTL-08A-T3
22-MTL-08A-T5
22-MTL-08A-T7
22-MTL-09B-T11
22-MTL-09B-T2
22-MTL-09B-T3
22-MTL-09B-T5
22-MTL-09B-T7
22-MTL-10A-T11
22-MTL-10A-T2
22-MTL-10A-T3
22-MTL-10A-T7
22-MTL-11B-T11
22-MTL-11B-T2
22-MTL-11B-T3
22-MTL-11B-T5
22-MTL-11B-T7
22-MTL-12B-T11
22-MTL-12B-T3
22-MTL-12B-T5
22-MTL-12C-T11
22-MTL-12C-T2
22-MTL-12C-T3
22-MTL-12C-T5
22-MTL-12C-T7
22-MTL-13A-T11
22-MTL-13A-T2
22-MTL-13A-T3
22-MTL-13A-T7
22-MTL-14A-T11
22-MTL-14A-T2
22-MTL-14A-T3
22-MTL-14A-T7
22-MTL-15B-T11
22-MTL-15B-T2
22-MTL-15B-T3
22-MTL-15B-T7
22-MTL-16A-T11
22-MTL-16A-T2
22-MTL-16A-T3
22-MTL-16A-T5
22-MTL-16A-T7
22-MTL-17C-T11
22-MTL-17C-T2
22-MTL-17C-T3
22-MTL-17C-T7
22-MTL-18B-T11
22-MTL-18B-T2
22-MTL-18B-T3
22-MTL-18B-T7
22-MTL-19B-T11
22-MTL-19B-T2
22-MTL-19B-T3
22-MTL-19B-T7
22-MTL-20C-T11
22-MTL-20C-T2
22-MTL-20C-T3
22-MTL-21B-T11
22-MTL-21B-T12
22-MTL-21B-T2
22-MTL-21B-T3
22-MTL-21B-T5
22-MTL-22A-T11
22-MTL-22A-T12
22-MTL-22A-T2
22-MTL-22A-T3
22-MTL-22A-T5
22-MTL-23A-T11
22-MTL-23A-T2
22-MTL-23A-T5
22-MTL-24B-T11
22-MTL-24B-T2
22-MTL-24B-T3
22-QC-Q01-T12
22-QC-Q01-T2
22-QC-Q02-T12
22-QC-Q02-T2
22-QC-Q03-T12
22-QC-Q03-T2
22-QC-Q04-T12
22-QC-Q04-T2
22-QC-Q05-T12
22-QC-Q05-T2
22-QC-Q06-T12
22-QC-Q06-T2
22-QC-Q07-T12
22-QC-Q07-T2
22-QC-Q07-T3
22-QC-Q08-T12
22-QC-Q08-T2
22-QC-Q08-T3
22-QC-Q09-T12
22-QC-Q09-T3
22-QC-Q10-T12
22-QC-Q10-T3
22-QC-Q11-T12
22-QC-Q11-T3
22-QC-Q12-T12
22-QC-Q12-T2
22-QC-Q12-T3
22-QC-Q13-T12
22-QC-Q13-T2
22-QC-Q13-T3
22-QC-Q14-T12
22-QC-Q14-T2
22-QC-Q14-T3
22-QC-Q15-T12
22-QC-Q15-T2
22-QC-Q16-T12
22-QC-Q16-T2
22-QC-Q16-T3
22-QC-Q17-T12
22-QC-Q17-T2
22-QC-Q17-T3
22-QC-Q18-T12
22-QC-Q18-T2
22-QC-Q19-T12
22-QC-Q19-T2
22-QC-Q20-T12
22-QC-Q20-T2
22-QC-Q21-T12
22-QC-Q21-T2
22-QC-Q22-T12
22-QC-Q22-T2
22-QC-Q23-T12
22-QC-Q23-T2
22-QC-Q24-T12
22-QC-Q24-T2
22-QC-Q25-T12
22-QC-Q25-T2
