sample.names
120min-avr-B-ITS
120min-avr-ITS
15min-oct-ITS
22-A-MTL-01A-ITS
22-A-MTL-02A-ITS
22-A-MTL-03A-ITS
22-A-MTL-04A-ITS
22-A-MTL-05B-ITS
22-A-MTL-06C-ITS
22-A-MTL-07A-ITS
22-A-MTL-08A-ITS
22-A-MTL-09B-ITS
22-A-MTL-10A-ITS
22-A-MTL-11B-ITS
22-A-MTL-12B-ITS
22-A-MTL-12C-ITS
22-A-MTL-13A-ITS
22-A-MTL-14A-ITS
22-A-MTL-15B-ITS
22-A-MTL-16A-ITS
22-A-MTL-17C-ITS
22-A-MTL-18B-ITS
22-A-MTL-19B-ITS
22-A-MTL-20C-ITS
22-A-MTL-21B-ITS
22-A-MTL-22A-ITS
22-A-MTL-23A-ITS
22-A-MTL-24B-ITS
22-A-QC-Q01-ITS
22-A-QC-Q02-ITS
22-A-QC-Q03-ITS
22-A-QC-Q04-ITS
22-A-QC-Q05-ITS
22-A-QC-Q06-ITS
22-A-QC-Q07-ITS
22-A-QC-Q08-ITS
22-A-QC-Q09-ITS
22-A-QC-Q10-ITS
22-A-QC-Q11-ITS
22-A-QC-Q12-ITS
22-A-QC-Q13-ITS
22-A-QC-Q14-ITS
22-A-QC-Q15-B-ITS
22-A-QC-Q15-ITS
22-A-QC-Q16-ITS
22-A-QC-Q17-ITS
22-A-QC-Q18-ITS
22-A-QC-Q19-ITS
22-A-QC-Q20-ITS
22-A-QC-Q21-ITS
22-A-QC-Q22-ITS
22-A-QC-Q23-ITS
22-A-QC-Q24-ITS
22-A-QC-Q25-ITS
22-A-SHER-SH01-ITS
22-A-SHER-SH02-ITS
22-A-SHER-SH03-ITS
22-A-SHER-SH04-ITS
22-A-SHER-SH05-ITS
22-A-SHER-SH06-ITS
22-A-SHER-SH07-ITS
22-A-SHER-SH08-ITS
22-A-SHER-SH09-ITS
22-A-SHER-SH10-ITS
22-A-SHER-SH11-ITS
22-A-SHER-SH12-ITS
22-A-SHER-SH13-ITS
22-A-SHER-SH14-ITS
22-A-SHER-SH15-ITS
22-E-MTL-02A-ITS
22-E-MTL-03A-ITS
22-E-MTL-07A-ITS
22-E-MTL-08A-ITS
22-E-MTL-09B-ITS
22-E-MTL-11B-ITS
22-E-MTL-12B-ITS
22-E-MTL-12C-ITS
22-E-MTL-16A-ITS
22-E-MTL-21B-ITS
22-E-MTL-22A-ITS
22-E-MTL-23A-B-ITS
22-E-MTL-23A-ITS
22-E-SHER-SH01-ITS
22-E-SHER-SH02-ITS
22-E-SHER-SH03-ITS
22-E-SHER-SH04-ITS
22-E-SHER-SH05-ITS
22-E-SHER-SH06-ITS
22-E-SHER-SH07-ITS
22-E-SHER-SH08-ITS
22-E-SHER-SH09-ITS
22-E-SHER-SH10-ITS
22-E-SHER-SH11-ITS
22-E-SHER-SH12-ITS
22-E-SHER-SH13-ITS
22-E-SHER-SH14-ITS
22-E-SHER-SH15-ITS
22-S-MTL-01A-ITS
22-S-MTL-02A-ITS
22-S-MTL-03A-ITS
22-S-MTL-04A-ITS
22-S-MTL-05B-ITS
22-S-MTL-06C-ITS
22-S-MTL-07A-ITS
22-S-MTL-08Ab-ITS
22-S-MTL-09B-ITS
22-S-MTL-10A-ITS
22-S-MTL-11B-ITS
22-S-MTL-12B-ITS
22-S-MTL-12Cb-ITS
22-S-MTL-13A-ITS
22-S-MTL-14A-ITS
22-S-MTL-15B-ITS
22-S-MTL-16A-ITS
22-S-MTL-17C-ITS
22-S-MTL-18B-ITS
22-S-MTL-19B-ITS
22-S-MTL-20C-ITS
22-S-MTL-21B-ITS
22-S-MTL-22A-ITS
22-S-MTL-23A-ITS
22-S-MTL-24B-ITS
22-S-QC-Q01-ITS
22-S-QC-Q02-ITS
22-S-QC-Q03-ITS
22-S-QC-Q04-ITS
22-S-QC-Q05-ITS
22-S-QC-Q06-ITS
22-S-QC-Q07-ITS
22-S-QC-Q08-ITS
22-S-QC-Q09-ITS
22-S-QC-Q10-ITS
22-S-QC-Q11-ITS
22-S-QC-Q12-ITS
22-S-QC-Q13-ITS
22-S-QC-Q14b-ITS
22-S-QC-Q15-ITS
22-S-QC-Q16-ITS
22-S-QC-Q17-ITS
22-S-QC-Q18-ITS
22-S-QC-Q19-ITS
22-S-QC-Q20-ITS
22-S-QC-Q21-ITS
22-S-QC-Q22-ITS
22-S-QC-Q23-ITS
22-S-QC-Q24-ITS
22-S-QC-Q25-ITS
22-S-SHER-SH01-ITS
22-S-SHER-SH02-ITS
22-S-SHER-SH03-ITS
22-S-SHER-SH04-ITS
22-S-SHER-SH05-ITS
22-S-SHER-SH06-ITS
22-S-SHER-SH07-B-ITS
22-S-SHER-SH07-ITS
22-S-SHER-SH08-ITS
22-S-SHER-SH09-ITS
22-S-SHER-SH10-ITS
22-S-SHER-SH11-ITS
22-S-SHER-SH12-ITS
22-S-SHER-SH13-ITS
22-S-SHER-SH14-ITS
22-S-SHER-SH15-ITS
30min-oct-ITS
60min-avr-B-ITS
60min-avr-ITS
60min-oct-ITS
Controle-blanc-12h00-PM-ITS
Couloir-D8-3225-ITS
ctrl-PCR-neg-Laforest-ITS
D8-3044-ITS
D8-3046-ITS
oct-B-ITS
