sample.names
120min-avr-B
120min-avr
15min-oct
22-A-MTL-01A
22-A-MTL-02A
22-A-MTL-03A
22-A-MTL-04A
22-A-MTL-05B
22-A-MTL-06C
22-A-MTL-07A
22-A-MTL-08A
22-A-MTL-09B
22-A-MTL-10A
22-A-MTL-11B
22-A-MTL-12B
22-A-MTL-12C
22-A-MTL-13A
22-A-MTL-14A
22-A-MTL-15B
22-A-MTL-16A
22-A-MTL-17C
22-A-MTL-18B
22-A-MTL-19B
22-A-MTL-20C
22-A-MTL-21B
22-A-MTL-22A
22-A-MTL-23A
22-A-MTL-24B
22-A-QC-Q01
22-A-QC-Q02
22-A-QC-Q03
22-A-QC-Q04
22-A-QC-Q05
22-A-QC-Q06
22-A-QC-Q07
22-A-QC-Q08
22-A-QC-Q09
22-A-QC-Q10
22-A-QC-Q11
22-A-QC-Q12
22-A-QC-Q13
22-A-QC-Q14
22-A-QC-Q15-B
22-A-QC-Q15
22-A-QC-Q16
22-A-QC-Q17
22-A-QC-Q18
22-A-QC-Q19
22-A-QC-Q20
22-A-QC-Q21
22-A-QC-Q22
22-A-QC-Q23
22-A-QC-Q24
22-A-QC-Q25
22-A-SHER-SH01
22-A-SHER-SH02
22-A-SHER-SH03
22-A-SHER-SH04
22-A-SHER-SH05
22-A-SHER-SH06
22-A-SHER-SH07
22-A-SHER-SH08
22-A-SHER-SH09
22-A-SHER-SH10
22-A-SHER-SH11
22-A-SHER-SH12
22-A-SHER-SH13
22-A-SHER-SH14
22-A-SHER-SH15
22-E-MTL-02A
22-E-MTL-03A
22-E-MTL-07A
22-E-MTL-08A
22-E-MTL-09B
22-E-MTL-11B
22-E-MTL-12B
22-E-MTL-12C
22-E-MTL-16A
22-E-MTL-21B
22-E-MTL-22A
22-E-MTL-23A-B
22-E-MTL-23A
22-E-SHER-SH01
22-E-SHER-SH02
22-E-SHER-SH03
22-E-SHER-SH04
22-E-SHER-SH05
22-E-SHER-SH06
22-E-SHER-SH07
22-E-SHER-SH08
22-E-SHER-SH09
22-E-SHER-SH10
22-E-SHER-SH11
22-E-SHER-SH12
22-E-SHER-SH13
22-E-SHER-SH14
22-E-SHER-SH15
22-S-MTL-01A
22-S-MTL-02A
22-S-MTL-03A
22-S-MTL-04A
22-S-MTL-05B
22-S-MTL-06C
22-S-MTL-07A
22-S-MTL-08Ab
22-S-MTL-09B
22-S-MTL-10A
22-S-MTL-11B
22-S-MTL-12B
22-S-MTL-12Cb
22-S-MTL-13A
22-S-MTL-14A
22-S-MTL-15B
22-S-MTL-16A
22-S-MTL-17C
22-S-MTL-18B
22-S-MTL-19B
22-S-MTL-20C
22-S-MTL-21B
22-S-MTL-22A
22-S-MTL-23A
22-S-MTL-24B
22-S-QC-Q01
22-S-QC-Q02
22-S-QC-Q03
22-S-QC-Q04
22-S-QC-Q05
22-S-QC-Q06
22-S-QC-Q07
22-S-QC-Q08
22-S-QC-Q09
22-S-QC-Q10
22-S-QC-Q11
22-S-QC-Q12
22-S-QC-Q13
22-S-QC-Q14b
22-S-QC-Q15
22-S-QC-Q16
22-S-QC-Q17
22-S-QC-Q18
22-S-QC-Q19
22-S-QC-Q20
22-S-QC-Q21
22-S-QC-Q22
22-S-QC-Q23
22-S-QC-Q24
22-S-QC-Q25
22-S-SHER-SH01
22-S-SHER-SH02
22-S-SHER-SH03
22-S-SHER-SH04
22-S-SHER-SH05
22-S-SHER-SH06
22-S-SHER-SH07-B
22-S-SHER-SH07
22-S-SHER-SH08
22-S-SHER-SH09
22-S-SHER-SH10
22-S-SHER-SH11
22-S-SHER-SH12
22-S-SHER-SH13
22-S-SHER-SH14
22-S-SHER-SH15
22-SHER-SH01
22-SHER-SH01
22-SHER-SH01
22-SHER-SH02
22-SHER-SH02
22-SHER-SH02
22-SHER-SH03
22-SHER-SH03
22-SHER-SH03
22-SHER-SH03
22-SHER-SH04
22-SHER-SH04
22-SHER-SH04
22-SHER-SH04
22-SHER-SH05
22-SHER-SH05
22-SHER-SH05
22-SHER-SH05
22-SHER-SH06
22-SHER-SH06
22-SHER-SH06
22-SHER-SH06
22-SHER-SH07
22-SHER-SH07
22-SHER-SH07
22-SHER-SH08
22-SHER-SH08
22-SHER-SH08
22-SHER-SH08
22-SHER-SH09
22-SHER-SH09
22-SHER-SH09
22-SHER-SH10
22-SHER-SH10
22-SHER-SH10
22-SHER-SH11
22-SHER-SH11
22-SHER-SH11
22-SHER-SH12
22-SHER-SH12
22-SHER-SH12
22-SHER-SH13
22-SHER-SH13
22-SHER-SH13
22-SHER-SH14
22-SHER-SH14
22-SHER-SH14
22-SHER-SH15
22-SHER-SH15
22-SHER-SH15
30min-oct
60min-avr-B
60min-avr
60min-oct
ctrl-neg-PCR
ctrl-PCR-pos
oct-B
